;Smiles;Output
1044;Cc1cn([C@H]2CCCN([C@H](C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O;-0,3
1045;O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccn4)c3)c2s1;-0,07
1046;CC(=O)NC[C@H]1CN(c2ccc(-n3ccc(C#N)c3)c(F)c2)C(=O)O1;1,6
1047;CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3ccccc3)n2)CC1;2,6
1048;COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4ccc5c(n4)NC(=O)CO5)[C@H](O)C3)c2c1;0,39
1049;O=S(=O)(Nc1nnc(-c2ccccc2)s1)c1ccc(Cl)cc1;1,14
1050;Cn1sc(=O)c2cc(S(=O)(=O)NC3CC3)ccc21;1,3
1051;COc1ccc(-c2cc(NC(=O)Cc3ccc4ccccc4c3)[nH]n2)cc1OC;3,1
1052;CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)nc2)C[C@@H]1F;1,8
1053;COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC;0,9
1054;Cc1nc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)[C@H](C)C2)no1;2,6
1055;COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cn1ccc2ccc(NC(=O)OC3CCCC3)cc21;2,2
1056;CCCc1c(OCc2ccc(C(=O)O)cc2)ccc(C(C)=O)c1O;2,1
1057;Clc1ccc(-c2nnc3cccc(Cl)n23)c(Cl)c1;2,88
1058;CCn1c(-c2ccnc(Nc3ccc(S(=O)(=O)NCCOC)cc3)n2)cnc1C;2,44
1059;O=C(NO)c1ccc(NS(=O)(=O)c2ccccc2)cc1;0,75
1060;CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21;1,6
1061;Nc1ccnc(-c2cccnc2)n1;0,44
1062;Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CC(N)=O)CC3)cc2)nc1C(N)=O;2,7
1063;O=c1[nH]n(C(c2ccccn2)C2CCCC2)c(=O)c2c(O)c3ccc(Cl)cc3nc12;1,9
1064;Cc1cccc(NS(=O)(=O)c2ccc(-c3ccc(C#N)cc3)cc2)n1;2,42
1065;C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl;2,33
1066;Cc1noc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1;0,9
1067;Cc1ccccc1C(=O)NCC12CC3CC(CC(C3)C1)C2;4,28
1068;CN1CCN(C(=O)c2ccc(C(=C3CCN(Cc4cscn4)CC3)c3cccc4cccnc34)cc2)CC1;1,98
1069;CC1(C)N=C(N)N=C(N)N1c1ccc(Oc2ccc(Cl)cc2)c(Cl)c1;0,79
1070;COc1ccc(-n2cnc3cc(NS(=O)(=O)c4ccccc4)ccc32)cc1;3,7
1071;O=C(O)c1ccccc1CN1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1;2,48
1072;CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCN(C(C)=O)CC4)c3)ncc2C#N)s1;3,2
1073;Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1CN1CCOCC1;1,86
1074;CCC(c1nc2ccsc2c(=O)n1Cc1cccnc1)N(CCCN)C(=O)c1ccc(C)cc1;0,01
1075;O=C(O)c1cc2cc(OCc3ccccc3)ccc2[nH]1;0,4
1076;O=C(O)c1ccccc1C(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1;1,73
1077;Cc1nc(-c2ccc(C)c(NC(=O)c3ccc(OCc4ccccn4)cc3)c2)c[nH]1;2,97
1078;CCc1c(C)nc(SCC(=O)Nc2nc(-c3ccc(OC)cc3)cs2)nc1O;3,78
1079;CO[C@H]1CN(CCn2c(=O)ccc3ccc(C#N)cc32)CC[C@H]1NCc1cc2c(cn1)OCCO2;0,63
1080;Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1;2,7
1081;O=C(O)CCc1ccc(OCc2cc(Cl)ccc2-c2ccccc2)cc1;3,22
1082;COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341;0,8
1083;CNC(=O)c1cc(-c2ccccc2)sc1NC(N)=O;3,19
1084;C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21;3,6
1085;C[C@H](NC(=O)c1cccc2c1N(Cc1ccc(Cl)cc1)CC2)c1ccc(C(=O)O)cc1;1,47
1086;CC(=O)Nc1cccc(Nc2ncnc(N3CCC(OCc4ccc(OC(F)(F)F)cc4)CC3)n2)c1C;4,4
1087;CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(F)cc2)cc1)C(F)(F)F;3,12
1088;C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1;-0,15
1089;Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2;3,82
1090;CSc1ccc(OCc2ccccc2)c(C(=O)Nc2ccc(C(=O)O)cn2)c1;1,6
1091;Oc1ccc(-c2nc3ccccc3s2)cc1;4,1
1092;COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2Cl)n[nH]1;2,85
1093;O=C(NNc1cccc(Cl)c1)c1cccnc1Cl;1,87
1094;Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c1ccc(O)cc1;4,13
1095;CCc1c(C(=O)C(N)=O)c2c(OCC(N)=O)cccc2n1Cc1ccccc1;2,1
1096;Nc1cccc2c1-c1ccccc1C(=O)C2=O;2,31
1097;COc1ccc2cc(C(C)C(=O)O)ccc2c1;0,23
1098;CCOC(=O)Nc1cccc([C@@H](c2ccc(C(=O)N3CCC3)cc2)N2CCN(Cc3cccnc3)CC2)c1;3,02
1099;c1ccc(C2Cc3ccccc3CN2)cc1;1,9
1100;CCN(CC)S(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1;0,67
1101;CN(C)CCOC(C)(c1ccccc1)c1ccccn1;-0,2
1102;NCCc1ccc(O)c2nc(O)sc12;0,33
1103;COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)c2cccnc12;2,09
1104;C#CCN(c1ccnc(Nc2ccc(OCC(O)CN(C)C)cc2)n1)c1cc(Cl)ccc1Cl;3,2
1105;COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1;2,23
1106;O=C(CO)N1CCC[C@@H]1COc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12;3,71
1107;CCN(CC)C(C)C(=O)c1ccccc1;1,18
1108;CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1;2,7
1109;Oc1cc(-c2ccccc2)nc2ccccc12;2,54
1110;Cc1cc(O)ccc1N1C(=O)c2ccc(O)cc2C1=O;2
1111;FC(F)(F)c1cc(COCC(c2cccc(Cl)c2)N2CCNCC2)cc(C(F)(F)F)c1;4,2
1112;COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N(C)C)c4)ccc3Cl)c2cc1OC;4,26
1113;C[C@H]1O[C@@H](n2cnc3c(N)nc(OCC45CC6CC(CC(C6)C4)C5)nc32)[C@H](O)[C@@H]1O;3,58
1114;Cc1ccc(C(=O)NC(C)C)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O;1,56
1115;Cc1cnc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2F)s1;3,27
1116;O=C(O)c1ccc(-c2nnn(Cc3ccccc3F)n2)cc1;0,3
1117;CC(C)NCC(O)COc1nccs1;-0,97
1118;CNC(=O)c1cccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1;1,93
1119;C=CCc1ccccc1OCC(O)CNC(C)C;0,99
1120;CC(=O)Nc1ccc2c(c1)c(-c1cc(NC3CC3)n3ncc(C#N)c3n1)cn2CCO;2,71
1121;O=C(O)c1ccccc1O;-1,36
1122;Cn1cnc(-c2ccccc2)c1-c1cc2c(N)ncnc2s1;2,94
1123;CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1;0,44
1124;Cc1cn([C@H]2CCCN([C@H](CC(C)C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O;0,91
1125;COc1ccc(Cl)c(Nc2ncnc3cc(OC)cc(OC4CCN(C)CC4)c23)c1;3,6
1126;CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)nc1;3,76
1127;Cc1ccc2nc(CCNCCCO)ccc2c1NC(=O)CC12CC3CC(CC(C3)C1)C2;1,18
1128;OCC(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NC3CC3)sc12;3,11
1129;CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(C#N)cc2)CC1;2,76
1130;C[C@@H](COCCCS(=O)(=O)CCNCCc1ccc(O)c2nc(O)sc12)c1ccccc1;2,32
1131;Cc1cnc(Nc2ccc(OCC(O)CN(C)C)cc2)nc1Nc1ccccc1;2
1132;CCCSc1nc(N2CCCC(C(=O)O)C2)ccc1C(=O)NC1CCCCC1;1,72
1133;C[C@@H]1CCCN1CCc1cc2cc(-c3ccc(C#N)cc3)ccc2o1;3,51
1134;COc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3)c2cc1OC;3,5
1135;O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1ccc(Br)cc1;3,21
1136;O=C(CCc1ccccc1O)Nc1ccccc1;2,71
1137;CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C;2,63
1138;NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21;0,79
1139;Nc1nnc(-c2ccccc2)s1;1,8
1140;Fc1ccc(C2CCN(C(=S)COCc3ccncc3)CC2)c(Cl)c1;4,23
1141;COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC;-0,73
1142;C[C@H]1CCCN1CCc1cc2cc(-c3ccc(C#N)cc3)ccc2o1;3,25
1143;COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1;2,53
1144;CC(c1ccsc1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O;0,9
1145;CCN1CCN(C(=O)c2cc3cc(F)ccc3[nH]2)CC1;2,28
1146;CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12;4,2
1147;CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1;3,48
1148;O=C(N[C@H]1CN2CCC1CC2)c1ccc(-c2ccccc2)s1;1,9
1149;CC(NCC(O)c1ccc([N+](=O)[O-])cc1)C12CC3CC(CC(C3)C1)C2;3,53
1150;Cc1ccc(Oc2cccc(CN3CCCC(n4cc(C)c(=O)[nH]c4=O)C3)c2)cc1;3,38
1151;CCCN(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1;2,23
1152;O=c1nc(NCc2ccccc2)sn1Cc1ccccc1;3,01
1153;COc1cc(OC)c(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1NC(=O)Cc1ccnc(F)c1;3,37
1154;O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12;1,29
1155;N=C(N)Nc1nc(CSCCC(=N)NS(N)(=O)=O)cs1;-0,6
1156;CN(CCO)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(Cc3ccc(F)cc3)CC2)cc1;3,38
1157;CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cccc(C(F)(F)F)c2)C2CCN(S(C)(=O)=O)CC2)CC1;1,9
1158;Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(OCC2CCCN(C)C2)n1;1,9
1159;O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2c(F)cccc12;3,15
1160;CN(C)CCCN(C)S(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1;2,16
1161;O=c1cc(O)oc2c1c(=O)n(Cc1ccccc1)c1ccccc21;1,97
1162;CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1)C(F)(F)F;2,78
1163;CCCSc1ncccc1C(=O)N(C)[C@@H]1[C@H]2CC3C[C@@H]1C[C@](O)(C3)C2;2,48
1164;Cn1cncc1-c1c2c(=O)n(CC#CCO)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12;2,55
1165;O=S(=O)(Cc1c(F)cccc1F)N1CCN(c2ncccc2C(F)(F)F)CC1;3,9
1166;CS(=O)(=O)c1ccc(-c2cc(C(=O)N[C@H]3CCCNC3)c(NC(N)=O)s2)cc1;0,68
1167;Cc1onc(C(N)=O)c1C(=O)Nc1nccs1;1,63
1168;CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1;1,92
1169;CCn1cnc(-c2ccccc2)c1-c1nc2c(N)ncnc2s1;2,97
1170;CCCc1c(OCCCCSCC(=O)O)ccc(C(C)=O)c1O;1,3
1171;CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O;2,63
1172;CCc1nc2cc(O)ccc2c(Oc2ccc(/C=C/C(=O)O)cc2)c1-c1ccccc1;3
1173;Cc1ccc(C(NC(=O)c2ccccc2O)C(=O)Nc2c(C)cccc2C)s1;4,05
1174;COCCOc1nc(N)c2[nH]c(=O)n(Cc3cccc(CC(=O)OC)c3)c2n1;1,86
1175;C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1;3,34
1176;CCC(CC)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1;1,88
1177;CN1CCN(CC(=O)Nc2ccc(-c3cccn4c(=O)cc(N5CCOCC5)nc34)c3sc4ccccc4c23)CC1;2,6
1178;N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)ccc(F)c2N3)cn1;0,79
1179;CC(=O)NC[C@H]1CN(c2ccc(N3Cc4cccnc4C3)c(F)c2)C(=O)O1;2,88
1180;CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2ccccc12)c1cccnc1;2,2
1181;O=C(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3F)c2-c2ccncn2)CC1;1,79
1182;CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc32)n[nH]1;2,79
1183;NC(=O)c1cnc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc2c1NCCCNC(=O)C1CCC1;2,48
1184;CNC(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1;3
1185;Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)n2)n1C(C)C;1,96
1186;CC1(C(=O)NC2CCCCC2)CCC(=O)N1Cc1cccs1;2,15
1187;COc1cc(N2CCN(C(N)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1;3,3
1188;NC(=O)c1cccc([S+]([O-])[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1;1,1
1189;CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O;1,46
1190;CCC(CC)NC(=O)c1nnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1;0,46
1191;Nc1nc(SCc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O;1,24
1192;Cn1c(=O)c2nc(-c3cccnc3)[nH]c2n(C)c1=O;0,7
1193;CO[C@@H]1CN(Cc2ccc(C(F)(F)F)cc2)CC[C@@H]1N(C)C(=O)Cc1ccc(-n2cnnn2)cc1;3,1
1194;COc1ccc2cc([C@H](C)C(=O)O)ccc2c1;0,13
1195;Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C;0,78
1196;CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc1OC)cn2C;2,7
1197;NC(=O)c1cncc(-c2ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc2)c1;0,22
1198;CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1;0,85
1199;COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(C(F)(F)F)c(-c2cnc3ccccn23)n1;3,7
1200;NC1(c2ccc(-c3ncc4nccn4c3-c3ccccc3)cc2)CCC1;1,3
1201;COC[C@H](C)Oc1cc(Oc2cc(F)cc(F)c2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1;1,36
1202;CCC(C)(C)C[C@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1;1,37
1203;Fc1cccc(C(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)N2CCNCC2)c1;3,2
1204;COc1cc(F)ccc1-c1cncc(CNC(=O)c2ccccn2)c1;3,2
1205;CSCc1cc(N2CCOCC2)nc(-c2ccccc2)n1;3,26
1206;CC(=O)Nc1ccc2ccn(-c3cc(NCCCN(C)C)n4ncc(C#N)c4n3)c2c1;1,62
1207;CC(=O)Nc1ccc2ccn(-c3cc(NCCN4CCCC4)n4ncc(C#N)c4n3)c2c1;2,24
1208;N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4c(Cl)cccc4c3C2)CC1;3,59
1209;O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12;2,46
1210;Nc1ccc2[nH]c(Cc3ccc(Oc4ccccc4)cc3)nc2c1;3,8
1211;Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21;1,5
1212;CCc1ccc(NC(=O)c2ccc3cc(C(=N)N)ccc3c2)cc1;1,1
1213;CC#Cc1ccnc(-c2cc(C3(C4CC4)N=C(C)C(N)=N3)ccc2O)c1;3,6
1214;O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccc(F)cc1)c1c[nH]c(=O)c(Cl)c1;3,12
1215;CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC=O)c1=O)C(=O)C(F)(F)F;1,84
1216;COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(C)c(-c2cnc3ccccn23)n1;2,9
1217;Nc1cccc2c1C(=O)N(Cc1cccc(Cl)c1)C2=O;3,18
1218;NC(=O)Nc1cc(-c2ccccc2)sc1C(=O)N[C@H]1CCCNC1;1,04
1219;Nc1nc(Cl)nc(NCc2ccccc2)n1;2,26
1220;COc1cccc(COCC(O)CN2CCC(C(N)=O)CC2)c1;-0,5
1221;Oc1nc2c(O)ccc(CCNCCCCCCOCCc3ccccc3)c2s1;2,21
1222;COC[C@H](C)Oc1cc(Oc2ccccc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1;0,95
1223;Clc1ccc2ncc(-c3cccc(NC4CNC4)n3)n2c1;1,19
1224;N=C(N)Nc1ccc(C(=O)Oc2ccccc2)cc1;-0,21
1225;NC1(c2ccc(-c3nn4ccc(=O)nc4cc3-c3ccccc3)cc2)CCC1;0,2
1226;CCOc1ccc(NC(C)=O)cc1;1,5
1227;O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccc2[nH]ncc2c1;4,03
1228;O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1;-0,22
1229;Cc1ccc(-c2ccc(S(=O)(=O)N3CCC[C@H]3C(=O)N3CC[C@@H](N)C3)cc2F)o1;1,2
1230;Cc1cc([C@H](O)[C@](C)(OCc2ccc(-c3ccccc3)cc2)C(=O)NO)no1;2,88
1231;COc1cccc(Oc2cncnc2O)c1;0,59
1232;CC(C)Oc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c2ccc(F)cn2)n[nH]1;2,97
1233;O=C(O)c1cccc(-c2ccc3c(C(=O)NCC45CC6CC(CC(C6)C4)C5)c(Cl)ccc3n2)c1;2,84
1234;Nc1nc(N)c(C(=O)Nc2ccccn2)nc1Cl;2,67
1235;CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1;2,4
1236;CCn1c(C)c(C(=O)O)c(-c2cccc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN6CCC(O)CC6)CSc6ccccc6)c(S(=O)(=O)C(F)(F)F)c5)cc4)CC3)c2)c1-c1ccc(Cl)cc1;4,2
1237;CC1CN(C(=O)c2nnc3c(-c4ncccn4)cccc3c2N)C1;1,21
1238;OC[C@H](Nc1ncc(Cl)c(Nc2cc(C3CC3)[nH]n2)n1)c1ccc(F)cc1;3,75
1239;C[C@H]1COCCN1c1cc(CS(C)(=O)=O)nc(-c2ccc3[nH]ccc3c2)n1;2,38
1240;COCCCc1cc(Nc2nc(NCc3cc(C)no3)ncc2Br)n[nH]1;3,07
1241;O=C(O)[C@H](Cc1ccccc1)N1CCC(CN2CCC(Oc3ccc(CO)c(Cl)c3)CC2)CC1;0,8
1242;O=C(O)CNCCNc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1;1,94
1243;COc1cc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)[C@H](C)C2)ccc1C1CC1;3,49
1244;CCNC(=O)c1ccc(C)c(-n2cnc3ccc(N4CCN(C)CC4)cc3c2=O)c1;1,47
1245;O=C(Nc1nc(-c2ccccc2)cs1)c1cccnc1;3,62
1246;CS(=O)(=O)n1c2ccccc2c2cc(NC(=O)CCc3ccncc3)ccc21;3,4
1247;C[C@@H]1CN(C(=O)OCC(F)(F)F)CCN1c1ncc(OCc2ccncc2C#N)cn1;3
1248;Nc1nnc(Cc2ccc(Cl)cc2)s1;2,34
1249;N#Cc1c(C(=O)O)n(Cc2ccc(Cl)c(Cl)c2)c2ccccc12;1,26
1250;O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(-c4cccc(CNCc5ccccc5)c4)c3)c2s1;2,32
1251;Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)CCCN4CCOCC4)cc3)n2)n1C(C)C;2,43
1252;C[C@H](CO)Nc1nc(SCc2ccccc2F)nc2nc(N)sc12;3,12
1253;OCC[C@@]1(c2ccc(Cl)c(Cl)c2)CCCNC1;0,62
1254;C=CCN(C(=O)Nc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1;3,6
1255;Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C#N)cc2)c1C(=O)N[C@@H](C)C(C)(C)C;0,45
1256;O=C(O)[C@H](Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1;2,98
1257;CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4ncoc34)n2)c1;2,5
1258;COCCC(=O)N(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1;3,23
1259;C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(C#N)cc2)cn1;2,89
1260;Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(S(=O)(=O)CCN(C)C)CC4)cc3)n2)n1C(C)C;2,52
1261;Nc1ccc2ccccc2n1;1,7
1262;CCCCN1Cc2c(nc3cc(-c4ccco4)nn3c2O)C1=O;0,8
1263;Cn1cc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c(C(F)(F)F)cc1=O;2,76
1264;Nc1nc2ccc(-c3cccc(O)c3)cc2s1;3,1
1265;CC#CCn1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O;3,61
1266;Cc1nn(C)c2cc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12;2,7
1267;Cc1nccc(-c2ccc(-c3nc4ccncc4c(O)c3C#N)cc2)c1Cl;2
1268;O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12;2,9
1269;COc1ncc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1;0,2
1270;COc1cc(C(=O)O)ccc1Cc1cn(C)c2ccc(NC(=O)CC3CCCC3)cc12;2
1271;Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O;-0,16
1272;NS(=O)(=O)c1ccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)cc1;2,7
1273;CCC(C)(CC)C[C@H](c1ccc(C(=O)O)c(Oc2cccc(Br)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1;1,97
1274;CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(c3ccc(C#N)cn3)CC1)C(=O)C2;2,46
1275;NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O;0,37
1276;Cc1nc2ncnn2c(O)c1CCOC(=O)c1ccccc1F;0,99
1277;N#Cc1cccc(S(=O)(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1;3,42
1278;O=C(NCCCCc1ccccc1)c1ccccc1;3,8
1279;CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NCC#N;0,08
1280;NC(=O)C1CCCCC1;0,9
1281;CN(C)c1ncnc2nc[nH]c12;0,95
1282;Nc1nonc1/C(=N/O)Nc1ccc(F)c(Cl)c1;2,7
1283;COc1ccc(S(=O)(=O)Nc2ccccn2)cc1;0,87
1284;Cc1ccc(-c2csc3ncnc(O)c23)cc1;2,59
1285;CCOc1ccccc1-c1ccc(-c2nc3ccncc3c(O)c2C#N)cc1;3
1286;C=CC(=O)Nc1ccc(OC)cc1;1,68
1287;Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O;2,3
1288;CS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1;2,63
1289;CN1CCC[C@H]1c1ccccn1;0,44
1290;Oc1ccc(-c2nc3cc(O)ccc3o2)cc1;3,4
1291;CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1;2,72
1292;Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21;3,45
1293;Nc1nc(-c2ccccc2)ns1;2,2
1294;N#C/C(=C(\N)Sc1ccc(N)cc1)c1ccccc1C(F)(F)F;3,4
1295;CC(c1cc2ccccc2s1)N(O)C(N)=O;2,05
