SMILES;Output
Cc1ccc(NC2=CC(=O)C(=O)c3ccccc32)cc1;0
O=C(Nc1ccc(C2=NCCN2)cc1)Nc1cc(NC(=O)Nc2ccc(C3=NCCN3)cc2)cc(C(=O)O)c1;0
CCNC1=Nc2ccccc2-n2c(nn3nc4ccccc4c23)N1CC;1
Cc1nc2c3c(Cc4ccccc4)c(C)[nH]c3ncn2n1;0
COc1ccc2c(c1)OC(=O)C(S(=O)(=O)c1ccccc1)C2;0
CC(C)N1C(=O)N(Cl)C2C1N(Cl)C(=O)N2Cl;0
CN1CCCC(C#N)(c2ccccc2)CC1;0
N#Cc1c(N=C2CCCCC2)c(C(=O)Nc2ccccc2)n2c1CCC2;0
Cn1c2ccccc2c(=S)c2c(O)cc3c(c21)C=CC(C)(C)O3;0
CCC1NC(=O)C(C(O)C(C)C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(CCCCNC(=O)OCc2ccccc2Cl)NC(=O)C(CC(C)C)N(C)C(=O)C(C(C)C)NC(=O)C(CC(C)C)N(C)C(=O)C(CO)N(C)C1=O;1
Nc1ccccc1C=C1Sc2cc[nH]c2C1=O;0
O=[PH](O)c1ccsc1;0
COc1cc2c(cc1OC)-c1cc3ccccc3c(=O)n1CC2;0
COC(=O)CCCN(C)c1n[nH]c(=N)[nH]1;0
O=C1C2C3C=C4c5ccccc5N(c5ccccc5)C4(C2C(=O)N1c1ccccc1)C1C(=O)N(c2ccccc2)C(=O)C31;0
Cc1ccccc1NC(=O)C(=O)CC(=O)C1CCOC1=O;0
Cc1ccc(C=NNC(=O)c2ccncc2)s1;0
C=CC[PH](c1ccccc1)(c1ccccc1)c1ccccc1;0
COc1cc(C(=O)CC(CCCC(=O)Nc2ccccc2[N+](=O)[O-])=NNC(=O)c2cc3ccccc3cc2O)ccc1O;0
COC(=O)C1=C(C)NC2(C)SC1C(C)C2C(=O)OC;0
CC#[N+][Rh+2]1234[O+]=C5N(C(C)=O)CC(C(=O)OC)[NH+]5[Rh+2]1([N+]#CC)([O+]=C1N(C(C)=O)CC(C(=O)OC)[NH+]12)([O+]=C1N(C(C)=O)CC(C(=O)OC)[NH+]13)[NH+]1C(=[O+]4)N(C(C)=O)CC1C(=O)OC;0
Nc1ccc(-c2nc3ccccc3s2)cc1S(=O)(=O)O;0
COc1ccccc1OCc1nnc(SCC(=O)O)n1-c1ccccc1;0
CN(C)CC1CCCC(CN(C)C)C1O.Cl;0
CC(=O)Nc1ccc(C(=O)NN2C(=O)C(Cl)C2c2ccc([N+](=O)[O-])cc2)cc1;0
CSc1nncc2[nH]cnc12;0
CCOC(=O)C(=Cc1c[nH]c2ccccc12)P(=O)(OCC)OCC;0
O=C(CSc1nnc(Cc2ccccc2)o1)Nc1ccc([N+](=O)[O-])cc1;0
Cc1cc2c(c(C(=O)O)c1C)-c1cccc(F)c1C2=O;0
CCOC(=O)c1cccc([N+](=O)[O-])c1N;0
O=C(NC(Nc1ccc(F)c(Cl)c1)(C(F)(F)F)C(F)(F)F)C(C(F)(F)F)C(F)(F)F;0
COc1cccc2c1[OH+][Ni-2]1(O)[S+]=C(Nc3ccccc3)[N-][N+]1=C2;0
O=[N+]([O-])c1cc2nn[nH]c2c2nonc12;0
O=C(NN=Cc1ccc(Br)cc1)NN=Cc1ccc(Br)cc1;0
Nc1ccc(S(=O)(=O)Nc2cnc3c(Cl)cccc3n2)cc1;0
Nc1cc(N2CCCC2)nc(=O)n1Cc1ccccc1;0
OCCCSc1ccccc1SCCCO;0
COc1ccc(C=C2C(=O)N(C(=O)Cc3ccccc3)N=C2C)cc1OC;0
CN(C)C(=O)c1nc(CNC(=O)CN)n(-c2ccc(Cl)cc2C(=O)c2ccccc2)n1;0
COC(=O)CC(C(=O)OC)[Ge](C)(C)Sc1ccccc1;0
O=c1scc(-c2ccc(C(F)(F)F)cc2)s1;0
COC(=O)C1Cc2c(OC)ccc(OC)c2CC(C(=O)OC)C1=O;0
COc1ccc(NC(=O)CSc2nnc(Cc3ccccc3)o2)cc1;0
O=C1Nc2cc3c(cc2C(=O)N2CC(=NO)CC12)OCO3;0
C=C(Cl)c1c(OC)cccc1OCc1ccccc1;0
CCc1c(O)c(O)c(C(C)=O)c2c(O)c(-c3c(C)cc4c(CC)c(O)c(O)c(C(C)=O)c4c3O)c(C)cc12;0
Cc1c(N=Nc2ccc(Br)cc2)c(=O)n(-c2ccccc2)c(=S)n1-c1nc2ccccc2s1;0
O=C(CCCCCCCCC(=O)N1C(=O)CC(=O)N(c2ccccc2)C1=S)N1C(=O)CC(=O)N(c2ccccc2)C1=S;0
COc1ccc2cc3[n+](cc2c1O)CCc1cc2c(cc1-3)OCO2;0
CC(C=CC(O)=C1C(=O)CNC1=O)=CC(C)C1OC2(C)OC(C(=O)C3OC32C)C1C;0
O=C(O)CCCCCCCCCCCO;0
CCOC(=O)C(NO)C(Sc1ccccc1)c1ccc(OC)cc1;0
Brc1ccc(C=NC23CC4CC(CC(C4)C2)C3)cc1;0
CCCCCOC(=O)c1cccc(NC(=O)CN(CC)CC)c1;0
CON(C)C(=O)C1CC1(C)CO;0
CC(C)(CCC#N)c1nc2sc(C(C)(C)CCC#N)nc2s1;0
C=CC(OCC)(OCC)OCC;0
O=C1CC(c2n[nH]c3ccccc23)C(=O)N1c1ccccc1;0
CCCCNC(=S)Nc1nc(C(=O)NNC(=S)NCc2ccccc2)cs1;0
COc1cc2c3c(c1OC)-c1ccccc1C(C(O)c1ccccc1)C3N(C)CC2.Cl;0
C1CCSCCCCCSCCCCCSCCCCCSCC1;0
CCOC(=O)C1C(c2ccc(OC)cc2)C(C(=O)OCC)C(O)(C(F)(F)F)OC1(O)C(F)(F)F;0
C=CC1(c2ccc3ccccc3c2)OCC(CC)O1;0
Oc1ncnc2cccc(Cl)c12;0
O=C(NN=C(C1=Nc2ccc(Cl)cc2NC1O)C(O)C=Cc1ccccc1)c1ccncc1;0
c1ccc(CSC(SCc2ccccc2)c2ccc3c(c2)OCO3)cc1;0
COc1ccc(OC)c(NC(=O)CCCC(CC(=O)c2ccc(O)c(OC)c2)=NNC(=O)C[N+](C)(C)C)c1.[Cl-];0
NNC1=Cn2c(nc3ccccc32)NN1;0
CC(=O)Oc1ccc(C=CC(=O)OCCOC(=O)C=Cc2ccc(OC(C)=O)c(OC(C)=O)c2)cc1OC(C)=O;0
COc1ccc(-c2c3c(n(C4OC(CO)C(O)C(O)C4O)c(=S)c2C#N)CC(C)(C)CC3=O)cc1;0
C=C1CN(S(=O)(=O)c2ccc(C)cc2)CCCN(Cc2ccsc2)CCCN(S(=O)(=O)c2ccc(C)cc2)C1;0
CCCN(CCCN)[N+](=O)[N-]O;0
COc1ccc(-c2nc(-c3cc4ccccc4oc3=O)cs2)cc1;0
CCN(C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)OC)c1ccccc1;0
Cc1ccc(C2C(Cl)C(=O)N2n2cnc3ccccc3c2=O)cc1;0
O=C1OC(CN2CCN(c3ccccc3)CC2)CN1C(=S)Nc1ccccc1;0
c1ccc2c(c1)CCc1[nH]c3c(c1-2)-c1ccccc1CC3;0
O=C(Cc1cc[n+]([O-])cc1)C(=O)Nc1cc(Cl)c(Cl)cc1Cl;0
CCOC(=O)C1=C(O)c2c(sc(C)c2-c2ccccc2)N(S(=O)(=O)c2ccc(C)cc2)CC1;0
CC(C)OP(=O)(OC(C)C)C(F)=NNc1ccc([N+](=O)[O-])cc1;0
COc1cc(-c2nc(SC)nc3c2CCc2ccccc2-3)cc(OC)c1OC;0
CC1=NNC(=O)C1C1C(=O)NN=C(c2c[nH]c3ccccc23)C1Br;0
CCC(=O)C(CCN1CCC(N2C(=O)C(CCC#N)c3ccccc32)CC1)(c1ccccc1)c1ccccc1;0
C(=CC1CCCOC1)CCc1ccccc1;0
Oc1nc(Nc2cccc(Br)c2)nc2[nH]cnc12;0
Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3c4ccc(Cl)cc4nc4ncccc34)cc2)n1;0
CC(=O)Nc1nc(C)c(CCC#N)c(SC(=N)N)n1;0
CC(CC(=O)Nc1ccc(Cl)c(Cl)c1)=NNC(=O)C[n+]1ccccc1.[Cl-];0
O=C(C(=CNC(=S)NCc1ccccc1)C(=O)c1ccccc1)c1ccccc1;0
CC#CCCC1(C)CCCCN(C(=O)OC(C)C)C1OCC;0
Cc1ccc(N=NC(=O)NNc2ccc(C)cc2Br)c(Br)c1;0
COc1nc(O)c2nn[nH]c2n1;0
CC(=O)c1c2c(cc3c1CC1(C3)Cc3cc4c(c(C(C)=O)c3C1)CCCC4)CCCC2;0
OC(c1ccoc1)c1cc2ccccc2s1;0
COc1c2c(nc3ccccc13)-c1cc(C(CC(=O)OC(C)(C)C)C(=O)OC(C)C)c(CO)c(=O)n1C2;0
C=C(C)OCOCCOC;0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO;0
c1ccc2c(c1)CN1CCCC1CN2;0
Cc1ccc(-n2nncc2[Si](C)(C)C)s1;0
CCc1n[nH]c(=O)n1N=Cc1c(O)ccc2ccccc12;0
CCOC(=O)C(C#N)=Cc1ccccc1F;0
CCN(CC)CCCNC(=O)c1ccccc1Nc1c(Cl)cccc1Cl.Cl;0
O=C1C[N+]23CC[N+]45CC(=O)O[Cu-5]24(O1)(OC(=O)C3)OC(=O)C5;0
O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl;0
OCCN(CCO)c1cccc(N(CCO)CCO)n1;0
O=C1NN(c2ccccc2)C2CCCCC12;0
O=C(CC(=O)N1N=C(n2ccc3ccccc32)CC1c1ccccc1)Nc1cccc(Cl)c1;0
O=C1CCC2COC(c3ccccc3)N12;0
Cc1nc(N)nc2c1CCC(=O)N2;0
Cc1ccc(S(=O)(=O)Sc2nnnn2C)cc1;0
FC1C2=C(SC1(F)F)C1CCC2C1;0
CC(C)C1=C(O)C(=O)C2=C(C1=O)C(O)CC1C(C)(C)CCCC21C;0
c1csc(C(NC2=NCCO2)C2CC2)c1;0
C=C1CC(c2ccc(OCCCN3C(=O)c4ccccc4C3=O)c(OC)c2)OC1=O;0
N#Cc1nnn(-c2ccccc2)c1O;0
CCCCNC(=O)C(=Cc1cccc(N(CC)CC)c1)NC(=O)c1ccccc1;0
CN1C(=O)C(=C2SC(=O)N(Cc3nc4ccccc4[nH]3)C2=O)c2cc(Br)ccc21;0
COC(=O)C(C#N)=C(Nc1ccccc1)N1CCCC1;0
c1ccc(-c2nc3sccn3n2)cc1;0
COc1ccc(C2CC3C(=O)OC(=O)C3c3c2c2ccccc2n3C)cc1;0
COc1cccc(-c2cc(C(=O)Nc3ccc(Cl)cc3)nc(N)n2)c1;0
COc1cc(Nc2nc3ccc(C(F)(F)F)cc3nc2-c2ccccc2)cc(OC)c1OC;0
O=C(CC1OC(O)C(Cl)=C1Cl)c1cccnc1;1
CCOc1ccc(NC(=S)NC=C(C(N)=O)C(N)=O)cc1;0
COC(=O)c1c(C)cccc1C=C1Cc2ccc(C)c(C)c2C1=O;0
COc1cc(=O)cc(Cl)c(Cl)c1Cl;0
O=[N+]([O-])C=Cc1cc2ccc3ccccc3c2[nH]1;0
C=CCSc1nnc(S)c2[nH]cnc12;0
O=C(CCc1cc(-c2ccccc2)[nH]n1)Nc1ccccc1[N+](=O)[O-];0
O=S(=O)(SCc1ccccc1)C(c1ccccc1)c1ccccc1;0
N#Cc1nc(C2OC(COC(=O)c3ccccc3)C(OC(=O)c3ccccc3)C2OC(=O)c2ccccc2)oc1N;0
CCCCNc1cc(Nc2ccc(Br)cc2)nc(N)n1;0
O=C1CC2(Cl)CN3c4ccccc4C(=O)CC3(Cl)CN2c2ccccc21;0
CCSc1nc(=Cc2ccco2)c2nncn12;0
COc1nc(O)c2c(n1)NC(c1ccccc1)CC(c1ccccc1)=N2;0
Cc1ncc([N+](=O)[O-])n1CCNCCCn1ccnc1[N+](=O)[O-].Cl;0
[N-]=[N+]=CC(=O)OCC1SCCCS1;0
Nc1ncnc2c1ncn2CC(=O)NCCCCO;0
Cc1c(CCCl)c(Cl)n2c(nc3ccccc32)c1C#N;0
c1ccc(COC2C3COC(O3)C(OCc3ccccc3)C2OCc2ccccc2)cc1;0
Clc1cccc2nn3ccnc3n12;0
CC(=O)OC1COC(n2c(N)c(C#N)c(C)c(C#N)c2=S)C(OC(C)=O)C1OC(C)=O;0
CCn1c(SCc2nnc(Nc3ccccc3)s2)nc2ccccc2c1=O;0
CCOC(=O)C1(C#N)CC1;0
O=C(OCCNC(=O)N1CCOCC1)OCCNC(=O)N1CCOCC1;0
CN(C)Cc1cc(C(=O)C=Cc2ccccc2)cc(CN(C)C)c1O.Cl;0
Cc1cn(C2CCC(COP(=O)(OCC(=O)c3ccccc3)OCC(=O)c3ccccc3)O2)c(=O)[nH]c1=O;1
CCCCCCCCCC1C(C)c2c([nH]c3ccccc23)C2C(=O)N(c3ccccc3)C(=O)C21;0
Cc1cccc(C(C)C)c1N1C(=O)C(=O)C(c2nc3ccccc3o2)C(=O)C1=O;0
CCCCCCC(O)CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC(O)CCCCCC)OC(=O)CCCCCCCCCCC(O)CCCCCC;0
CC(=O)OC12c3ccccc3C(c3ccccc31)C1C(=O)N(Nc3ccccc3)C(=O)C12;0
O=S(=O)(CCn1c(Sc2ccccc2)c(Sc2ccccc2)c2ccccc21)c1ccccc1;0
COC(=NNc1ccc([N+](=O)[O-])cc1)P(=O)(OC(C)C)OC(C)C;0
CCOC(=O)C(C)(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12;0
CCCCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)O;0
COc1ccccc1C(=O)c1c(NCc2ccccc2)c(=O)c1=O;0
CN(N=O)C(=O)N(N)CCCCC(NC(=O)OCc1ccccc1)C(=O)OCc1ccccc1;0
CCCCCCCCOP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(=N)[nH]c2=O)C(O)C1O.[NaH];0
CCc1c(Cc2[nH]c(Cc3[nH]c(C=O)c(C)c3CC)c(CC)c2CC)[nH]c(C=O)c1C;0
COc1cc2occ(-c3ccc(O)c(O)c3)c(=O)c2cc1O;0
COc1ccc(-c2c(C#N)c(=O)nc(SC)n2C2OCC(OC(C)=O)C(OC(C)=O)C2OC(C)=O)cc1;0
COc1ccc(-c2cc(=O)c3c(O)cc(C)cc3o2)cc1OC;0
COc1cc(COC(=O)N(C)C(Cc2ccccc2)C(=O)O)c([N+](=O)[O-])cc1OC;0
CCCCCCCCCOC(=S)NCCCCC;0
CC12CCCC(OC=O)C1(O)CC(C(=O)O)CC2;0
O=NNc1ccc(Sc2ccc(NN=O)cn2)nc1.[NaH];0
O=C(CCC(NC(=O)OCc1ccccc1)C(=O)OCc1ccccc1)Nc1cccc(OCc2ccccc2)c1;0
CC1=C(C(=O)Nc2ccccc2)C(c2ccc(C3C(C(=O)Nc4ccccc4)=C(C)NC(C)=C3C(=O)Nc3ccccc3)cc2)C(C(=O)Nc2ccccc2)=C(C)N1;0
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C;0
CC1=C2C(=CC(C)(CO)C2O)C(=O)C(C)(O)C12CC2;0
CC(C)(C)C1CCC2c3c([nH]c4ccccc34)C3C(=O)N(c4ccc5c(c4)C(=O)c4ccccc4C5=O)C(=O)C3C2C1;0
O=S(=O)(O)CS(=O)(=O)O;0
Cc1cn(C2CC(NO)C(CO)O2)c(=O)[nH]c1=O;1
COc1cccc2c(=O)c3ccccc3oc12;0
CCCc1noc(C(F)(F)Sc2ncccn2)n1;0
N#Cc1sc2c(c1OC(=O)c1ccc(Cl)cc1)c(=O)n(-c1ccccc1)c(=S)n2-c1ccccc1;0
CCOC(=O)C(C#N)=CSc1ccccc1;0
CNC(C)C(N)c1ccccc1.O=C(O)C(O)C(O)C(=O)O;0
N=C(N)NS(=O)(=O)c1ccc(NC(=O)c2ccc(Cl)c3c(Nc4ccc(S(=O)(=O)NC(=N)N)cc4)c4ccccc4nc23)cc1;0
COC1(c2ccccc2)OC(=O)c2ccccc21;0
C[N+](C)(C)Cc1c(CC#N)[nH]c2ccccc12.[I-];0
Clc1ccc(Nc2nnc(CNc3ccc(-c4nnc(Nc5ccc(Cl)cc5)o4)cc3)o2)cc1;0
Cc1cc(O)nc(NNC(C#N)c2ccc(N(C)C)cc2)n1;0
O=C(CSSCC(=O)c1ccccc1)c1ccccc1;0
CN(C)CCOc1ccc(-c2c(Oc3ccccc3)c(=O)oc3ccccc23)cc1;0
C=CCc1c(C(O)CNC(C)C)ccc(OC)c1OCc1ccccc1.CC(=O)O;0
CNC(=O)c1nnn(Cc2ccccc2)c1S;0
CC1=C(O)C(=O)C=C2C1=CC=C1C2(C)CCC2(C)C3CC(C)C(=O)C(O)C3(C)CCC12C;0
N#Cc1ccccc1NC(=O)C(=O)C(C(=O)c1ccccc1F)C1OC(=O)c2ccccc21;0
CC1(c2cccc3ccccc23)OC(=O)c2cccc(F)c21;0
Oc1ccc(-c2c3ccccc3c(-c3ccc(OCCBr)cc3)c3ccccc23)cc1;0
CCSC1=NC(=Cc2ccco2)C(Nc2ccc(C)cc2)=N1;0
C=C1C(OC(=O)CC(c2ccccc2)N(C)C)CC(OC(C)=O)C2(C)C1CC1CC(OC(C)=O)C(C)=C(C(OC(C)=O)C2OC(C)=O)C1(C)C;0
Cn1c(=O)cc(CNc2ccc(-c3ccccc3)cc2)c2ccccc21;0
CCOC(=O)C(C)NC(=O)N(C)C12CC3CC(CC(C3)C1)C2;0
CCN(CCN(CC)C(=O)Nc1ccccc1)C(=O)Nc1ccccc1;0
CCOC(=O)CC1(c2cccc3ccccc23)OC(=O)c2ccccc21;0
COc1ccc(C(C(N)=O)N2CCCC2)cc1;0
Cc1cc(C)c(O)c(CN(Cc2ccccn2)Cc2ccccn2)c1;0
CC(=O)N1C(Nc2cnc3ccccc3c2)CCN1c1ccccc1;0
CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)O;0
CCCN=c1ssc(=O)n1CCC;0
COC(=O)CC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1;0
CC(CO)N(O)N=O.[NaH];0
O=C(OCc1ccccc1)N1N=NC2C3CC(OCc4ccccc4)(OCc4ccccc4)C(O3)C21;0
O=C(O)C1(Cl)C2(Cl)C(Cl)=CC3(Cl)C(Cl)(C(=O)O)C2(Cl)C31Cl;0
CCC1(N=[N+]=[N-])C(=O)c2ccccc2N(c2ccccc2)C1=O;0
CC(=O)C1CCN(Cc2ccccc2)C1;0
Cc1cc([N+](=O)[O-])c(S(=O)(=O)c2ccccc2)c([N+](=O)[O-])c1;0
CC12CCC(C(C(O)C3CCCCC3)C1=O)C2(C)C;0
CC1=C(C(=O)NCc2ccccc2)C(c2ccc(Cl)c(Cl)c2)C(C(=O)NCc2ccccc2)=C(C)N1;0
CCOC(=O)NC(Nc1cc(Cl)ccc1OC)(C(F)(F)F)C(F)(F)F;0
Oc1nnc(Nc2ccccc2)c2nnn(C3CCCCC3)c12;0
O=C(Cc1ccc([N+](=O)[O-])cc1)OCC#CCOC(=O)Cc1ccc([N+](=O)[O-])cc1;0
CC(=O)OC1SC(c2c(F)cccc2F)n2c1nc1ccccc12;1
Cc1ccc2c(c1)C(=O)C1(Cc3ccccc3C1=O)C2;0
CCCCCc1cc(O)c2c3c(c(=O)oc2c1)CP(=O)(c1ccccc1)CC3;0
CCCCCCCCCCCCCCCCC(C(=O)OC)=C(O)C(=O)OCC.[NaH];0
COc1c(O)c2c(=O)cc(OC)c3c4c(OC)cc(=O)c5c(O)c(OC)c(CC(C)O)c(c(c1CC(C)O)c23)c54;0
C#CC(C)(C)Oc1cc(OC)c2c(=O)c3ccccc3n(C)c2c1;0
CCOC(=O)CCC(NC(=O)c1ccc(Nc2nc3cc(C(F)(F)F)ccc3nc2-c2ccccc2)cc1)C(=O)OCC;0
COC(Cc1cc(C(O)(c2ccc(C(C)(C)C)cc2)c2cc(CC(OC)(c3cc(C(OC)(c4ccc(C(C)(C)C)cc4)c4ccc(C(C)(C)C)cc4)c(C)cc3C)c3cc(C(OC)(c4ccc(C(C)(C)C)cc4)c4ccc(C(C)(C)C)cc4)c(C)cc3C)c(C)cc2C)c(C)cc1C)(c1cc(C(OC)(c2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)c(C)cc1C)c1cc(C(OC)(c2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)c(C)cc1C;0
CC[Pb](CC)(CC)OC(=O)COc1ccc(Cl)cc1Cl;0
CCOC(=O)CNc1nnnn1C1OC(CO)C(O)C1O;0
COc1ccc(C2SC(=N)Nc3c2c(C)nn3C(=O)c2ccc(Cl)cc2)cc1;0
CCOC(=O)C(=CNc1ccc(S(N)(=O)=O)cc1)C(=O)OCC;0
OC1(c2ccccc2)CSC2=Nc3ccccc3C3CCN1N23;0
O=C(O)c1ccc2c(c1)CC1(C2)Cc2ccccc2C1=O;0
S=c1cc(-c2ccc3c(c2)OCO3)s[nH]1;0
COc1ccc(NC(=O)C(Cc2cc(=O)oc3cc(O)ccc23)=NNC(C)(C)C)c(OC)c1;0
COc1cc(COC(=O)NC(C(=O)O)C(C)(C)C)c([N+](=O)[O-])cc1OC;0
I.N=C(N)NCc1ccc2c(c1)OCO2;0
N#CC(=Cc1ccc(O)c(O)c1)C(=O)NC1CCCC(NC(=O)C(C#N)=Cc2ccc(O)c(O)c2)C1;0
Cc1ccc(-c2cc(=O)c3cc(C)c(C)c(C(=O)O)c3o2)cc1N;0
C=CCNC(=O)CN1N=C(c2ccccc2)NN1;0
CCCc1c(C(=O)OCC)[nH]c(-c2ccc(-c3[nH]c(C(=O)OCC)c(CCC)c3C(=O)OCC)o2)c1C(=O)OCC;0
CC12CCC3c4cc(OCC(F)(F)F)c(O)cc4C(=O)CC3C1CCC2O;0
CN(C)c1cccc2c(S(=O)(=O)NCCCNCCN)cccc12;0
Oc1nc2nc3ccccc3nc2nc1O.[KH];0
O=c1c2ccc(Cl)cc2nc2nc(-c3ccccc3)c3cc(Cl)ccc3n12;0
CCOC(=O)C1=CNc2ccccc2NC1=N;0
CCOC1OC(=O)C2C(c3ccc(F)cc3)=NOC12;0
Clc1nc(Cl)nc(Nc2ccccc2Cl)n1;0
N#Cc1c(N)c2c(c(-c3ccccc3)c1-c1ccccc1)C(=O)N(N)C2=O;0
CCN(CC)c1c(C(=O)C=Cc2ccc(Cl)cc2)c(-c2ccccc2)nn(C)c1=O;0
Cc1c(CCCl)c(N=[N+]=[N-])n2c(nc3ccccc32)c1C#N;0
COc1ccc(S(=O)(=O)NN=CCN2C(=O)c3ccccc3C2=O)cc1;0
COc1ccc(C=C2CCOC2=O)cc1OC;0
COC(=O)C12CCC(C(=O)OC)(Cc3c(c4ccccc4n3S(=O)(=O)c3ccccc3)C1)C2=O;0
O=C1Nc2ccccc2C1=NNC(=S)Nc1ccccc1Cl;0
CSCCC(NC(=O)C(CC(C)C)NC(=O)CNC(=O)OC(C)(C)C)C(=O)N(C)C;0
Cc1cccc(C)c1N1C(=O)C2c3[nH]c4ccccc4c3C3CCC(C(C)(C)C)CC3C2C1=O;0
CC(C)C1=CC2C3C(=O)NC(=O)C3C1C1C3C(=O)NC(=O)C3C21;0
CCC(=O)n1c(=O)n(-c2ccc([N+](=O)[O-])cc2)c(=O)n1C(=O)CC;0
CCOC(=O)C(=O)Cc1cnc2ccccc2n1;0
O=C(ON=C1CCCCC1=Cc1ccccc1)c1ccccc1;0
O=P1(c2ccccc2)C(c2ccccc2)=CC=C1c1ccccc1;0
CC12CCC3C(CCC4CC(OC(=O)C=Cc5ccc(N(CCCl)CCCl)cc5)CCC43C)C1CCC(=O)N2;0
CCCCC(CC)C(=O)OC(C)CN(CC(C)OC(=O)C(CC)CCCC)C(=O)C(C)OC(=O)C(CC)CCCC;0
O=C1OCC(O)=C1C(c1ccc(Cl)cc1)c1cc2c(cc1O)OCO2;0
NC(=O)c1cc(C=Cc2ccccc2)on1;0
COc1ccc(-c2cn3ccsc3n2)cc1;0
CC(=O)OCc1nnn2c1CCC2;0
COc1cc(C2c3cc4c(cc3OC(Nc3ccccc3)C2C)OCO4)cc(OC)c1OC;0
CC1OC2CC(=O)OC2C2=C1C(=O)c1c(O)cccc1C2=O;0
COc1ccc2nc3ccc(OC)cc3c(S(=O)CCCl)c2c1;0
CC1=CC(=O)OC2(C1)CC1CCC2CN1C.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1;0
CCCCCCCCCCCCSC(=S)c1c(C)nn(CCCCCCCCCCCC)c1O;0
Nc1ccc(CCCCc2ccc(S(=O)(=O)F)cc2Cl)c(Cl)c1;0
Cc1c(NC(=O)OCc2ccccc2)no[n+]1[O-];0
c1ccc(N=C2Sc3nc4cccc5cccc(c54)n3C2=Nc2ccccc2)cc1;0
Oc1cc2ccccc2cc1OC(F)(F)c1nc2ccccc2o1;0
CCCCCCCCCCCC(=O)OC(COC(N)=O)COc1ccc(Cl)cc1;0
Cc1cccc(C=NNC(=S)NCCc2ccccn2)n1;0
CN(C(=O)c1ccc(Cl)cc1)C(=S)N1CCN(c2ccccn2)CC1;0
Cc1cn(C(C)OCCO)c(=O)[nH]c1=O;0
CC1CN=C(N(C(=O)Nc2ccc(Cl)c(Cl)c2)c2ccccc2)S1;0
Cc1ccnc(NC(=O)Nc2cc(Cl)ccc2Cl)c1;0
COC(=O)C1c2[nH]c3ccccc3c2CC2c3ccccc3NC(=O)C21;0
CC1=NN(C(=O)c2ccc([N+](=O)[O-])cc2)C(=O)C1N=Nc1ccccc1C(=O)O;0
CC(=NNC(=O)c1cccc2c(=O)c3ccccc3[nH]c12)C1CCC2C3CCC4=CC(=NNC(=O)c5cccc6c(=O)c7ccccc7[nH]c56)CCC4(C)C3CCC12C;0
O=C(O)c1cccc(C=Cc2ccc(N=Nc3cc(S(=O)(=O)O)c4cccnc4c3O)cc2C(=O)O)c1.[NaH];0
COc1cc2c(c([N+](=O)[O-])c1)NC(=O)CS2;0
O=C(O)CSC(=S)N1CCCC1;0
C[PH]1(C)CC[PH]2(c3ccccc3)CC[PH](c3ccccc3)(c3ccccc3)[Mo]12(C#[O+])(C#[O+])C#[O+];0
COc1cc(OC)c2c(=O)c(OC)c(-c3ccc4c(c3)OCO4)oc2c1;0
C=C1c2nc3ccccc3n2C=C(c2ccc(C)cc2)N1c1ccc(OC)cc1;0
COc1cc(C=Nc2nncs2)ccc1O;0
CC(=O)OCC1OC(n2cnc3nc(Br)nc(O)c32)C(OC(C)=O)C1OC(C)=O;1
COc1cc2c(cc1OC)CCc1cc(OC)c(OC)cc1CC2;0
Cc1ccc2c3c(c(C)nc2c1)C(=O)c1ccccc1-3;0
O=[N+]([O-])c1ccc(N=Nc2ccc(O)c3c(O)cc(S(=O)(=O)O)cc23)cc1S(=O)(=O)O;0
O=C(OCc1ccccc1)N1CCC(O)C(CNC23CC4CC(CC(C4)C2)C3)C1;0
N#CC(C#N)=Cc1cccc(C#N)c1;0
Cc1cccc(C)c1NC(=O)CCC(=O)NC(=N)NC#N;0
C[n+]1cn(-c2ccc([N+](=O)[O-])cn2)c2ccccc21.[I-];0
